significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,
TRUE,"0,003659035334429",155,286,11,"0,038461538461539","0,070967741935484",GO:0050864,GO:BP,regulation of B cell activation,24356,15449,
TRUE,"0,004021715803621",99,286,9,"0,031468531468532","0,090909090909091",GO:0002685,GO:BP,regulation of leukocyte migration,24356,1339,
TRUE,"0,004164869972096",419,286,18,"0,062937062937063","0,042959427207637",GO:0098542,GO:BP,defense response to other organism,24356,22106,
TRUE,"0,004937779494893",54,286,7,"0,024475524475525","0,12962962962963",GO:0051668,GO:BP,localization within membrane,24356,16092,
TRUE,"0,005433103627478",229,286,13,"0,045454545454546","0,056768558951965",GO:0032535,GO:BP,regulation of cellular component size,24356,8867,
TRUE,"0,005630444888773",36,286,6,"0,020979020979021","0,166666666666667",GO:0033627,GO:BP,cell adhesion mediated by integrin,24356,9610,
TRUE,"0,006293942066017",1074,286,31,"0,108391608391608","0,028864059590317",GO:0008283,GO:BP,cell population proliferation,24356,3587,
TRUE,"0,007210517703671",135,286,10,"0,034965034965035","0,074074074074074",GO:0002366,GO:BP,leukocyte activation involved in immune response,24356,1034,
TRUE,"0,007530953266372",22,286,5,"0,017482517482518","0,227272727272727",GO:0002711,GO:BP,positive regulation of T cell mediated immunity,24356,1365,
TRUE,"0,008224700779468",137,286,10,"0,034965034965035","0,072992700729927",GO:0002263,GO:BP,cell activation involved in immune response,24356,931,
TRUE,"0,008417906253778",1486,286,38,"0,132867132867133","0,02557200538358",GO:0032879,GO:BP,regulation of localization,24356,9122,
TRUE,"0,008729904726136",442,286,18,"0,062937062937063","0,040723981900453",GO:0030036,GO:BP,actin cytoskeleton organization,24356,7717,
TRUE,"0,008996393045771",11,286,4,"0,013986013986014","0,363636363636364",GO:0033630,GO:BP,positive regulation of cell adhesion mediated by integrin,24356,9613,
TRUE,"0,008996393045771",11,286,4,"0,013986013986014","0,363636363636364",GO:0001914,GO:BP,regulation of T cell mediated cytotoxicity,24356,660,
TRUE,"0,010183245387931",447,286,18,"0,062937062937063","0,040268456375839",GO:0032101,GO:BP,regulation of response to external stimulus,24356,8579,
TRUE,"0,010235648914162",492,286,19,"0,066433566433566","0,038617886178862",GO:0030029,GO:BP,actin filament-based process,24356,7710,
TRUE,"0,010315225013794",84,286,8,"0,027972027972028","0,095238095238095",GO:0045580,GO:BP,regulation of T cell differentiation,24356,13372,
TRUE,"0,010800671467042",888,286,27,"0,094405594405594","0,030405405405405",GO:0042127,GO:BP,regulation of cell population proliferation,24356,11598,
TRUE,"0,011317169926019",142,286,10,"0,034965034965035","0,070422535211268",GO:0007162,GO:BP,negative regulation of cell adhesion,24356,3082,
TRUE,"0,012212174266092",409,286,17,"0,059440559440559","0,041564792176039",GO:0071345,GO:BP,cellular response to cytokine stimulus,24356,19458,
TRUE,"0,012450563638891",1873,286,44,"0,153846153846154","0,02349172450614",GO:0031325,GO:BP,positive regulation of cellular metabolic process,24356,8295,
TRUE,"0,013369887288124",12,286,4,"0,013986013986014","0,333333333333333",GO:0050858,GO:BP,negative regulation of antigen receptor-mediated signaling pathway,24356,15443,
TRUE,"0,014605401812377",88,286,8,"0,027972027972028","0,090909090909091",GO:1902107,GO:BP,positive regulation of leukocyte differentiation,24356,25345,
TRUE,"0,014605401812377",88,286,8,"0,027972027972028","0,090909090909091",GO:1903708,GO:BP,positive regulation of hemopoiesis,24356,26755,
TRUE,"0,014607551899842",7056,286,117,"0,409090909090909","0,016581632653061",GO:0071704,GO:BP,organic substance metabolic process,24356,19767,
TRUE,"0,014761813006739",25,286,5,"0,017482517482518","0,2",GO:0033628,GO:BP,regulation of cell adhesion mediated by integrin,24356,9611,
TRUE,"0,015965432063812",117,286,9,"0,031468531468532","0,076923076923077",GO:0030595,GO:BP,leukocyte chemotaxis,24356,7954,
TRUE,"0,016449142895533",43,286,6,"0,020979020979021","0,13953488372093",GO:0043367,GO:BP,CD4-positive, alpha-beta T cell differentiation,24356,12320
TRUE,"0,016863574606806",3062,286,62,"0,216783216783217","0,020248203788374",GO:0048519,GO:BP,negative regulation of biological process,24356,14904,
TRUE,"0,018899918972337",257,286,13,"0,045454545454546","0,050583657587549",GO:0031347,GO:BP,regulation of defense response,24356,8316,
TRUE,"0,022594247596021",301,286,14,"0,048951048951049","0,046511627906977",GO:0090066,GO:BP,regulation of anatomical structure size,24356,21203,
TRUE,"0,024602744180183",5,286,3,"0,010489510489511","0,6",GO:0001771,GO:BP,immunological synapse formation,24356,562,
TRUE,"0,025618878215492",190,286,11,"0,038461538461539","0,057894736842105",GO:0019221,GO:BP,cytokine-mediated signaling pathway,24356,6507,
TRUE,"0,026596584967772",480,286,18,"0,062937062937063","0,0375",GO:0008284,GO:BP,positive regulation of cell population proliferation,24356,3588,
TRUE,"0,027853810597967",47,286,6,"0,020979020979021","0,127659574468085",GO:0002702,GO:BP,positive regulation of production of molecular mediator of immune response,24356,1356,
TRUE,"0,027963574932368",1873,286,43,"0,15034965034965","0,022957821676455",GO:0006793,GO:BP,phosphorus metabolic process,24356,2768,
TRUE,"0,028318261149364",1216,286,32,"0,111888111888112","0,026315789473684",GO:0006928,GO:BP,movement of cell or subcellular component,24356,2885,
TRUE,"0,028690819499004",437,286,17,"0,059440559440559","0,038901601830664",GO:0034097,GO:BP,response to cytokine,24356,9709,
TRUE,"0,030936789878572",127,286,9,"0,031468531468532","0,070866141732284",GO:0008154,GO:BP,actin polymerization or depolymerization,24356,3553,
TRUE,"0,032938969283191",128,286,9,"0,031468531468532","0,0703125",GO:0050871,GO:BP,positive regulation of B cell activation,24356,15456,
TRUE,"0,038556162232618",1774,286,41,"0,143356643356643","0,023111612175874",GO:0051173,GO:BP,positive regulation of nitrogen compound metabolic process,24356,15708,
TRUE,"0,040023445445435",50,286,6,"0,020979020979021","0,12",GO:0035710,GO:BP,CD4-positive, alpha-beta T cell activation,24356,10619
TRUE,"0,040798513197695",796,286,24,"0,083916083916084","0,030150753768844",GO:0044419,GO:BP,biological process involved in interspecies interaction between organisms,24356,12841,
TRUE,"0,04642364343374",103,286,8,"0,027972027972028","0,077669902912621",GO:0002285,GO:BP,lymphocyte activation involved in immune response,24356,953,
TRUE,"0,04642364343374",103,286,8,"0,027972027972028","0,077669902912621",GO:0030833,GO:BP,regulation of actin filament polymerization,24356,8043,
TRUE,"0,047295935712062",203,286,11,"0,038461538461539","0,054187192118227",GO:0002683,GO:BP,negative regulation of immune system process,24356,1337,
TRUE,"0,047367548593725",16,286,4,"0,013986013986014","0,25",GO:2000114,GO:BP,regulation of establishment of cell polarity,24356,29349,
TRUE,"0,047367548593725",16,286,4,"0,013986013986014","0,25",GO:0001913,GO:BP,T cell mediated cytotoxicity,24356,659,
TRUE,"0,048777110216097",6,286,3,"0,010489510489511","0,5",GO:0033631,GO:BP,cell-cell adhesion mediated by integrin,24356,9614,
TRUE,"1,09579893156913E-13",5077,286,120,"0,41958041958042","0,023636005515068",GO:0016020,GO:CC,membrane,24356,858,
TRUE,"1,50764868531734E-11",11,286,8,"0,027972027972028","0,727272727272727",GO:0042101,GO:CC,T cell receptor complex,24356,2027,
TRUE,"1,70682034098344E-10",2697,286,75,"0,262237762237762","0,027808676307008",GO:0071944,GO:CC,cell periphery,24356,3147,
TRUE,"1,73922575977516E-10",11521,286,195,"0,681818181818182","0,016925614095999",GO:0110165,GO:CC,cellular anatomical entity,24356,3871,
TRUE,"2,77345816767391E-10",11656,286,196,"0,685314685314685","0,01681537405628",GO:0005575,GO:CC,cellular_component,24356,247,
TRUE,"5,37800804894528E-10",2585,286,72,"0,251748251748252","0,027852998065764",GO:0005886,GO:CC,plasma membrane,24356,522,
TRUE,"8,32998250410476E-08",104,286,13,"0,045454545454546","0,125",GO:0098802,GO:CC,plasma membrane signaling receptor complex,24356,3647,
TRUE,"5,35081030763247E-06",4,286,4,"0,013986013986014",1,GO:0042105,GO:CC,alpha-beta T cell receptor complex,24356,2028,
TRUE,"6,10083390746118E-05",23,286,6,"0,020979020979021","0,260869565217391",GO:0001772,GO:CC,immunological synapse,24356,197,
TRUE,"9,95867222834907E-05",325,286,17,"0,059440559440559","0,052307692307692",GO:0098552,GO:CC,side of membrane,24356,3566,
TRUE,"0,000164859530395",228,286,14,"0,048951048951049","0,06140350877193",GO:0009897,GO:CC,external side of plasma membrane,24356,792,
TRUE,"0,000179289801673",339,286,17,"0,059440559440559","0,050147492625369",GO:0098797,GO:CC,plasma membrane protein complex,24356,3643,
TRUE,"0,000580387881465",218,286,13,"0,045454545454546","0,059633027522936",GO:0043235,GO:CC,receptor complex,24356,2145,
TRUE,"0,000630449019689",456,286,19,"0,066433566433566","0,041666666666667",GO:0009986,GO:CC,cell surface,24356,799,
TRUE,"0,008720096940017",134,286,9,"0,031468531468532","0,067164179104478",GO:0045121,GO:CC,membrane raft,24356,2447,
TRUE,"0,009248241562778",135,286,9,"0,031468531468532","0,066666666666667",GO:0098857,GO:CC,membrane microdomain,24356,3673,
TRUE,"0,028077039366751",2609,286,52,"0,181818181818182","0,019931008049061",GO:0016021,GO:CC,integral component of membrane,24356,859,
TRUE,"0,039485491644526",2,286,2,"0,006993006993007",1,GO:0034669,GO:CC,integrin alpha4-beta7 complex,24356,1758,
TRUE,"2,36434160106504E-14",798,286,43,"0,15034965034965","0,053884711779449",GO:0038023,GO:MF,signaling receptor activity,24356,6533,
TRUE,"2,36434160106504E-14",798,286,43,"0,15034965034965","0,053884711779449",GO:0060089,GO:MF,molecular transducer activity,24356,9628,
TRUE,"2,57096865391629E-11",728,286,37,"0,129370629370629","0,050824175824176",GO:0004888,GO:MF,transmembrane signaling receptor activity,24356,1447,
TRUE,"2,08426464886508E-09",12467,286,203,"0,70979020979021","0,016282987085907",GO:0003674,GO:MF,molecular_function,24356,406,
TRUE,"4,75296889216325E-06",5902,286,112,"0,391608391608392","0,018976618095561",GO:0005515,GO:MF,protein binding,24356,1891,
TRUE,"3,63282498563817E-05",9394,286,154,"0,538461538461538","0,016393442622951",GO:0005488,GO:MF,binding,24356,1874,
TRUE,"0,000221216443572",460,286,20,"0,06993006993007","0,043478260869565",GO:0004930,GO:MF,G protein-coupled receptor activity,24356,1481,
TRUE,"0,000374930674381",46,286,7,"0,024475524475525","0,152173913043478",GO:0017124,GO:MF,SH3 domain binding,24356,4007,
TRUE,"0,002280983027333",360,286,16,"0,055944055944056","0,044444444444444",GO:0019901,GO:MF,protein kinase binding,24356,4639,
TRUE,"0,003214748512354",413,286,17,"0,059440559440559","0,041162227602906",GO:0019900,GO:MF,kinase binding,24356,4638,
TRUE,"0,007362523253177",29,286,5,"0,017482517482518","0,172413793103448",GO:0042169,GO:MF,SH2 domain binding,24356,6640,
TRUE,"0,01084247196636",501,286,18,"0,062937062937063","0,035928143712575",GO:0004672,GO:MF,protein kinase activity,24356,1262,
TRUE,"0,011544775549051",104,286,8,"0,027972027972028","0,076923076923077",GO:0004713,GO:MF,protein tyrosine kinase activity,24356,1294,
TRUE,"0,027967432924912",351,286,14,"0,048951048951049","0,03988603988604",GO:0019904,GO:MF,protein domain specific binding,24356,4642,
TRUE,"0,028176359051854",20,286,4,"0,013986013986014","0,2",GO:0005164,GO:MF,tumor necrosis factor receptor binding,24356,1675,
TRUE,"0,034929486147103",63,286,6,"0,020979020979021","0,095238095238095",GO:0004896,GO:MF,cytokine receptor activity,24356,1452,
TRUE,"0,046276080174915",9,286,3,"0,010489510489511","0,333333333333333",GO:0042287,GO:MF,MHC protein binding,24356,6653,
TRUE,"0,049786054682229",2,286,2,"0,006993006993007",1,GO:0042608,GO:MF,T cell receptor binding,24356,6696,
TRUE,"5,98878632953242E-09",194,286,17,"0,059440559440559","0,087628865979381",KEGG:04060,KEGG,Cytokine-cytokine receptor interaction,24356,233,
TRUE,"2,80512404113186E-08",112,286,13,"0,045454545454546","0,116071428571429",KEGG:04514,KEGG,Cell adhesion molecules,24356,294,
TRUE,"3,09778877966364E-06",4790,286,94,"0,328671328671329","0,019624217118998",KEGG:00000,KEGG,KEGG root term,24356,1,
TRUE,"6,75833269951896E-06",36,286,7,"0,024475524475525","0,194444444444444",KEGG:04672,KEGG,Intestinal immune network for IgA production,24356,322,
TRUE,"0,015149681267271",188,286,9,"0,031468531468532","0,047872340425532",KEGG:04810,KEGG,Regulation of actin cytoskeleton,24356,343,
TRUE,"0,019119852429839",56,286,5,"0,017482517482518","0,089285714285714",KEGG:04370,KEGG,VEGF signaling pathway,24356,286,
TRUE,"5,00436276116735E-22",1067,286,60,"0,20979020979021","0,056232427366448",REAC:R-GGA-168256,REAC,Immune System,24356,618,
TRUE,"5,18342951585412E-09",5310,286,112,"0,391608391608392","0,021092278719397",REAC:0000000,REAC,REACTOME root term,24356,1574,
TRUE,"5,20604706085507E-09",407,286,25,"0,087412587412587","0,061425061425061",REAC:R-GGA-1280218,REAC,Adaptive Immune System,24356,75,
TRUE,"3,81101186799097E-08",23,286,8,"0,027972027972028","0,347826086956522",REAC:R-GGA-451927,REAC,Interleukin-2 family signaling,24356,658,
TRUE,"3,88812539200316E-08",600,286,29,"0,101398601398601","0,048333333333333",REAC:R-GGA-168249,REAC,Innate Immune System,24356,629,
TRUE,"8,10560537523458E-08",126,286,14,"0,048951048951049","0,111111111111111",REAC:R-GGA-449147,REAC,Signaling by Interleukins,24356,1264,
TRUE,"1,38182760433584E-07",1180,286,41,"0,143356643356643","0,034745762711864",REAC:R-GGA-162582,REAC,Signal Transduction,24356,1245,
TRUE,"6,13117307020005E-07",261,286,18,"0,062937062937063","0,068965517241379",REAC:R-GGA-1280215,REAC,Cytokine Signaling in Immune system,24356,310,
TRUE,"1,63987809495581E-05",19,286,6,"0,020979020979021","0,315789473684211",REAC:R-GGA-202403,REAC,TCR signaling,24356,1356,
TRUE,"7,09642873044201E-05",13,286,5,"0,017482517482518","0,384615384615385",REAC:R-GGA-912526,REAC,Interleukin receptor SHC signaling,24356,649,
TRUE,"0,000100880676947",25,286,6,"0,020979020979021","0,24",REAC:R-GGA-983705,REAC,Signaling by the B Cell Receptor (BCR),24356,1287,
TRUE,"0,000208804057562",44,286,7,"0,024475524475525","0,159090909090909",REAC:R-GGA-2454202,REAC,Fc epsilon receptor (FCERI) signaling,24356,463,
TRUE,"0,000383319391958",92,286,9,"0,031468531468532","0,097826086956522",REAC:R-GGA-198933,REAC,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,24356,619,
TRUE,"0,000618678020556",9,286,4,"0,013986013986014","0,444444444444444",REAC:R-GGA-983695,REAC,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,24356,103,
TRUE,"0,001038789304234",21,286,5,"0,017482517482518","0,238095238095238",REAC:R-GGA-512988,REAC,Interleukin-3, Interleukin-5 and GM-CSF signaling,24356,664
TRUE,"0,001264666628608",57,286,7,"0,024475524475525","0,12280701754386",REAC:R-GGA-4420097,REAC,VEGFA-VEGFR2 Pathway,24356,1509,
TRUE,"0,002237655374027",62,286,7,"0,024475524475525","0,112903225806452",REAC:R-GGA-194138,REAC,Signaling by VEGF,24356,1285,
TRUE,"0,006288350539905",49,286,6,"0,020979020979021","0,122448979591837",REAC:R-GGA-202733,REAC,Cell surface interactions at the vascular wall,24356,241,
TRUE,"0,00837437323204",16,286,4,"0,013986013986014","0,25",REAC:R-GGA-202424,REAC,Downstream TCR signaling,24356,377,
TRUE,"0,010850089496727",17,286,4,"0,013986013986014","0,235294117647059",REAC:R-GGA-2871809,REAC,FCERI mediated Ca+2 mobilization,24356,438,
TRUE,"0,011161401253175",419,286,16,"0,055944055944056","0,0381861575179",REAC:R-GGA-372790,REAC,Signaling by GPCR,24356,1260,
TRUE,"0,019081791828336",37,286,5,"0,017482517482518","0,135135135135135",REAC:R-GGA-1660499,REAC,Synthesis of PIPs at the plasma membrane,24356,1333,
TRUE,"0,027241736678289",405,286,15,"0,052447552447552","0,037037037037037",REAC:R-GGA-388396,REAC,GPCR downstream signalling,24356,519,
TRUE,"0,030980288079527",276,286,12,"0,041958041958042","0,043478260869565",REAC:R-GGA-194315,REAC,Signaling by Rho GTPases,24356,1280,
TRUE,"0,048900318874331",380,286,14,"0,048951048951049","0,036842105263158",REAC:R-GGA-109582,REAC,Hemostasis,24356,589,
