significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,,
TRUE,"1,43938082361082E-05",623,605,40,"0,066115702479339","0,064205457463884",GO:0045944,GO:BP,positive regulation of transcription by RNA polymerase II,25952,13713,,
TRUE,"1,47417622686831E-05",99,605,15,"0,024793388429752","0,151515151515152",GO:0002460,GO:BP,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,25952,1119,,
TRUE,"1,86807924660023E-05",2996,605,117,"0,193388429752066","0,039052069425901",GO:0006725,GO:BP,cellular aromatic compound metabolic process,25952,2711,,
TRUE,"1,90639968685377E-05",1844,605,82,"0,135537190082645","0,044468546637744",GO:0048869,GO:BP,cellular developmental process,25952,15223,,
TRUE,"2,50240853440493E-05",264,605,24,"0,039669421487603","0,090909090909091",GO:1902532,GO:BP,negative regulation of intracellular signal transduction,25952,25708,,
TRUE,"2,59366185839184E-05",611,605,39,"0,064462809917355","0,063829787234043",GO:0042981,GO:BP,regulation of apoptotic process,25952,12117,,
TRUE,"2,66026584081576E-05",931,605,51,"0,084297520661157","0,054779806659506",GO:0010629,GO:BP,negative regulation of gene expression,25952,4795,,
TRUE,"2,69830934141152E-05",441,605,32,"0,052892561983471","0,072562358276644",GO:2000145,GO:BP,regulation of cell motility,25952,29380,,
TRUE,"2,9810721740737E-05",1162,605,59,"0,097520661157025","0,050774526678141",GO:0032268,GO:BP,regulation of cellular protein metabolic process,25952,8680,,
TRUE,"3,0663959149968E-05",153,605,18,"0,029752066115703","0,117647058823529",GO:0032103,GO:BP,positive regulation of response to external stimulus,25952,8581,,
TRUE,"3,16182987050602E-05",63,605,12,"0,019834710743802","0,19047619047619",GO:0060759,GO:BP,regulation of response to cytokine stimulus,25952,17584,,
TRUE,"3,16740699780444E-05",964,605,52,"0,085950413223141","0,053941908713693",GO:0031328,GO:BP,positive regulation of cellular biosynthetic process,25952,8298,,
TRUE,"3,3763424904734E-05",2891,605,113,"0,186776859504132","0,039086821169146",GO:0006139,GO:BP,nucleobase-containing compound metabolic process,25952,2177,,
TRUE,"3,3985150641473E-05",137,605,17,"0,028099173553719","0,124087591240876",GO:0043405,GO:BP,regulation of MAP kinase activity,25952,12349,,
TRUE,"3,59682383416437E-05",423,605,31,"0,051239669421488","0,073286052009456",GO:0030334,GO:BP,regulation of cell migration,25952,7848,,
TRUE,"3,88464286281177E-05",52,605,11,"0,018181818181818","0,211538461538462",GO:0008645,GO:BP,hexose transmembrane transport,25952,3669,,
TRUE,"4,25138648072499E-05",674,605,41,"0,067768595041322","0,060830860534125",GO:0009967,GO:BP,positive regulation of signal transduction,25952,4288,,
TRUE,"4,28095577844402E-05",973,605,52,"0,085950413223141","0,05344295991778",GO:0009891,GO:BP,positive regulation of biosynthetic process,25952,4232,,
TRUE,"4,72632015012115E-05",549,605,36,"0,059504132231405","0,065573770491803",GO:0048646,GO:BP,anatomical structure formation involved in morphogenesis,25952,15010,,
TRUE,"5,15248212506918E-05",3329,605,125,"0,206611570247934","0,037548813457495",GO:0034641,GO:BP,cellular nitrogen compound metabolic process,25952,10040,,
TRUE,"5,24383026841569E-05",141,605,17,"0,028099173553719","0,120567375886525",GO:0007159,GO:BP,leukocyte cell-cell adhesion,25952,3079,,
TRUE,"5,32930664901381E-05",454,605,32,"0,052892561983471","0,070484581497797",GO:0051338,GO:BP,regulation of transferase activity,25952,15844,,
TRUE,"5,46652415174261E-05",733,605,43,"0,071074380165289","0,058663028649386",GO:0009890,GO:BP,negative regulation of biosynthetic process,25952,4231,,
TRUE,"5,60848219037714E-05",159,605,18,"0,029752066115703","0,113207547169811",GO:0001819,GO:BP,positive regulation of cytokine production,25952,601,,
TRUE,"5,65298076984727E-05",2613,605,104,"0,171900826446281","0,039800995024876",GO:0090304,GO:BP,nucleic acid metabolic process,25952,21428,,
TRUE,"5,90164386257044E-05",54,605,11,"0,018181818181818","0,203703703703704",GO:0015749,GO:BP,monosaccharide transmembrane transport,25952,5447,,
TRUE,"5,9929199742091E-05",319,605,26,"0,04297520661157","0,081504702194357",GO:0008285,GO:BP,negative regulation of cell population proliferation,25952,3589,,
TRUE,"6,03804636265605E-05",80,605,13,"0,021487603305785","0,1625",GO:0051607,GO:BP,defense response to virus,25952,16035,,
TRUE,"6,03804636265605E-05",80,605,13,"0,021487603305785","0,1625",GO:0140546,GO:BP,defense response to symbiont,25952,23224,,
TRUE,"6,0512386116251E-05",605,605,38,"0,062809917355372","0,062809917355372",GO:0043085,GO:BP,positive regulation of catalytic activity,25952,12183,,
TRUE,"6,3244875157971E-05",126,605,16,"0,026446280991736","0,126984126984127",GO:0072593,GO:BP,reactive oxygen species metabolic process,25952,20461,,
TRUE,"6,35794867241995E-05",110,605,15,"0,024793388429752","0,136363636363636",GO:0002831,GO:BP,regulation of response to biotic stimulus,25952,1478,,
TRUE,"6,5277895925619E-05",67,605,12,"0,019834710743802","0,17910447761194",GO:0071219,GO:BP,cellular response to molecule of bacterial origin,25952,19338,,
TRUE,"6,99240833609353E-05",366,605,28,"0,046280991735537","0,076502732240437",GO:0000165,GO:BP,MAPK cascade,25952,72,,
TRUE,"7,22303793311439E-05",55,605,11,"0,018181818181818","0,2",GO:0034219,GO:BP,carbohydrate transmembrane transport,25952,9814,,
TRUE,"9,65929481904463E-05",775,605,44,"0,072727272727273","0,056774193548387",GO:0044093,GO:BP,positive regulation of molecular function,25952,12689,,
TRUE,"0,000103445045674",114,605,15,"0,024793388429752","0,131578947368421",GO:0002253,GO:BP,activation of immune response,25952,921,,
TRUE,"0,000107734032199",724,605,42,"0,069421487603306","0,058011049723757",GO:0031327,GO:BP,negative regulation of cellular biosynthetic process,25952,8297,,
TRUE,"0,00011311683926",204,605,20,"0,033057851239669","0,098039215686275",GO:0071396,GO:BP,cellular response to lipid,25952,19509,,
TRUE,"0,000114612537879",1542,605,70,"0,115702479338843","0,045395590142672",GO:0048513,GO:BP,animal organ development,25952,14898,,
TRUE,"0,000118505385371",470,605,32,"0,052892561983471","0,068085106382979",GO:0051270,GO:BP,regulation of cellular component movement,25952,15785,,
TRUE,"0,00011935469961",35,605,9,"0,014876033057851","0,257142857142857",GO:0032642,GO:BP,regulation of chemokine production,25952,8928,,
TRUE,"0,000121881886594",399,605,29,"0,047933884297521","0,072681704260652",GO:0043549,GO:BP,regulation of kinase activity,25952,12450,,
TRUE,"0,000136982594232",1304,605,62,"0,102479338842975","0,047546012269939",GO:0009653,GO:BP,anatomical structure morphogenesis,25952,4041,,
TRUE,"0,000145439421429",101,605,14,"0,023140495867769","0,138613861386139",GO:0002366,GO:BP,leukocyte activation involved in immune response,25952,1034,,
TRUE,"0,000155865243349",36,605,9,"0,014876033057851","0,25",GO:0032602,GO:BP,chemokine production,25952,8888,,
TRUE,"0,000164800414985",118,605,15,"0,024793388429752","0,127118644067797",GO:0071496,GO:BP,cellular response to external stimulus,25952,19601,,
TRUE,"0,000172517338497",171,605,18,"0,029752066115703","0,105263157894737",GO:1903706,GO:BP,regulation of hemopoiesis,25952,26753,,
TRUE,"0,000186937362097",103,605,14,"0,023140495867769","0,135922330097087",GO:0002263,GO:BP,cell activation involved in immune response,25952,931,,
TRUE,"0,000243953903497",1795,605,77,"0,127272727272727","0,042896935933148",GO:0030154,GO:BP,cell differentiation,25952,7751,,
TRUE,"0,000258896425922",38,605,9,"0,014876033057851","0,236842105263158",GO:0010827,GO:BP,regulation of glucose transmembrane transport,25952,4982,,
TRUE,"0,00027122021218",749,605,42,"0,069421487603306","0,05607476635514",GO:0010647,GO:BP,positive regulation of cell communication,25952,4813,,
TRUE,"0,0002790354555",76,605,12,"0,019834710743802","0,157894736842105",GO:0006909,GO:BP,phagocytosis,25952,2868,,
TRUE,"0,000283670035842",696,605,40,"0,066115702479339","0,057471264367816",GO:0010558,GO:BP,negative regulation of macromolecule biosynthetic process,25952,4730,,
TRUE,"0,000301967153016",752,605,42,"0,069421487603306","0,055851063829787",GO:0023056,GO:BP,positive regulation of signaling,25952,7687,,
TRUE,"0,000323621236021",77,605,12,"0,019834710743802","0,155844155844156",GO:0097529,GO:BP,myeloid leukocyte migration,25952,21986,,
TRUE,"0,000341230127674",142,605,16,"0,026446280991736","0,112676056338028",GO:0050900,GO:BP,leukocyte migration,25952,15479,,
TRUE,"0,000360557719318",51,605,10,"0,016528925619835","0,196078431372549",GO:1904659,GO:BP,glucose transmembrane transport,25952,27613,,
TRUE,"0,000377923114946",397,605,28,"0,046280991735537","0,070528967254408",GO:1901698,GO:BP,response to nitrogen compound,25952,24951,,
TRUE,"0,000381500536725",704,605,40,"0,066115702479339","0,056818181818182",GO:0045595,GO:BP,regulation of cell differentiation,25952,13387,,
TRUE,"0,000432258760351",79,605,12,"0,019834710743802","0,151898734177215",GO:0002699,GO:BP,positive regulation of immune effector process,25952,1353,,
TRUE,"0,000532374620037",686,605,39,"0,064462809917355","0,056851311953353",GO:2000113,GO:BP,negative regulation of cellular macromolecule biosynthetic process,25952,29348,,
TRUE,"0,000559321095925",225,605,20,"0,033057851239669","0,088888888888889",GO:0043068,GO:BP,positive regulation of programmed cell death,25952,12179,,
TRUE,"0,000602366529844",67,605,11,"0,018181818181818","0,164179104477612",GO:0002703,GO:BP,regulation of leukocyte mediated immunity,25952,1357,,
TRUE,"0,000602366529844",67,605,11,"0,018181818181818","0,164179104477612",GO:0045088,GO:BP,regulation of innate immune response,25952,13178,,
TRUE,"0,000607608656727",14,605,6,"0,009917355371901","0,428571428571429",GO:0002455,GO:BP,humoral immune response mediated by circulating immunoglobulin,25952,1114,,
TRUE,"0,000657031698009",384,605,27,"0,044628099173554","0,0703125",GO:0001944,GO:BP,vasculature development,25952,684,,
TRUE,"0,000658486958726",131,605,15,"0,024793388429752","0,114503816793893",GO:1902105,GO:BP,regulation of leukocyte differentiation,25952,25343,,
TRUE,"0,000753866710137",272,605,22,"0,036363636363636","0,080882352941177",GO:0098656,GO:BP,anion transmembrane transport,25952,22125,,
TRUE,"0,000755198577212",363,605,26,"0,04297520661157","0,071625344352617",GO:0045859,GO:BP,regulation of protein kinase activity,25952,13635,,
TRUE,"0,000759041912173",55,605,10,"0,016528925619835","0,181818181818182",GO:1903959,GO:BP,regulation of anion transmembrane transport,25952,26969,,
TRUE,"0,000833297278817",116,605,14,"0,023140495867769","0,120689655172414",GO:0042113,GO:BP,B cell activation,25952,11588,,
TRUE,"0,000930109430747",367,605,26,"0,04297520661157","0,070844686648501",GO:0010243,GO:BP,response to organonitrogen compound,25952,4517,,
TRUE,"0,001112896478452",86,605,12,"0,019834710743802","0,13953488372093",GO:0002449,GO:BP,lymphocyte mediated immunity,25952,1108,,
TRUE,"0,001120725768046",174,605,17,"0,028099173553719","0,097701149425287",GO:0022407,GO:BP,regulation of cell-cell adhesion,25952,7617,,
TRUE,"0,001187405207918",1143,605,54,"0,089256198347107","0,047244094488189",GO:0071702,GO:BP,organic substance transport,25952,19765,,
TRUE,"0,00131148732784",576,605,34,"0,056198347107438","0,059027777777778",GO:0035295,GO:BP,tube development,25952,10332,,
TRUE,"0,001372719681145",217,605,19,"0,031404958677686","0,087557603686636",GO:0043065,GO:BP,positive regulation of apoptotic process,25952,12176,,
TRUE,"0,001827196844624",25,605,7,"0,011570247933884","0,28",GO:0032722,GO:BP,positive regulation of chemokine production,25952,9008,,
TRUE,"0,001896013625069",559,605,33,"0,054545454545455","0,059033989266547",GO:0072359,GO:BP,circulatory system development,25952,20303,,
TRUE,"0,001937806103176",456,605,29,"0,047933884297521","0,06359649122807",GO:0035239,GO:BP,tube morphogenesis,25952,10297,,
TRUE,"0,002064242858288",61,605,10,"0,016528925619835","0,163934426229508",GO:0050864,GO:BP,regulation of B cell activation,25952,15449,,
TRUE,"0,002065915280192",91,605,12,"0,019834710743802","0,131868131868132",GO:0030595,GO:BP,leukocyte chemotaxis,25952,7954,,
TRUE,"0,002158558239928",589,605,34,"0,056198347107438","0,057724957555178",GO:0045892,GO:BP,negative regulation of transcription, DNA-templated,25952,13664,
TRUE,"0,002221268918397",163,605,16,"0,026446280991736","0,098159509202454",GO:1901652,GO:BP,response to peptide,25952,24915,,
TRUE,"0,002292033219794",126,605,14,"0,023140495867769","0,111111111111111",GO:0050863,GO:BP,regulation of T cell activation,25952,15448,,
TRUE,"0,002338847841533",314,605,23,"0,03801652892562","0,073248407643312",GO:0048514,GO:BP,blood vessel morphogenesis,25952,14899,,
TRUE,"0,00235885735987",17,605,6,"0,009917355371901","0,352941176470588",GO:1903960,GO:BP,negative regulation of anion transmembrane transport,25952,26970,,
TRUE,"0,002376457042161",1231,605,56,"0,092561983471074","0,04549147034931",GO:0006820,GO:BP,anion transport,25952,2793,,
TRUE,"0,002410305326199",62,605,10,"0,016528925619835","0,161290322580645",GO:0042742,GO:BP,defense response to bacterium,25952,11971,,
TRUE,"0,002596853128695",49,605,9,"0,014876033057851","0,183673469387755",GO:0050777,GO:BP,negative regulation of immune response,25952,15380,,
TRUE,"0,002805829428752",63,605,10,"0,016528925619835","0,158730158730159",GO:0071222,GO:BP,cellular response to lipopolysaccharide,25952,19341,,
TRUE,"0,003014366157092",708,605,38,"0,062809917355372","0,053672316384181",GO:0051247,GO:BP,positive regulation of protein metabolic process,25952,15768,,
TRUE,"0,003016447280581",598,605,34,"0,056198347107438","0,05685618729097",GO:1902679,GO:BP,negative regulation of RNA biosynthetic process,25952,25825,,
TRUE,"0,003016447280581",598,605,34,"0,056198347107438","0,05685618729097",GO:1903507,GO:BP,negative regulation of nucleic acid-templated transcription,25952,26559,,
TRUE,"0,003043561098649",129,605,14,"0,023140495867769","0,108527131782946",GO:0002696,GO:BP,positive regulation of leukocyte activation,25952,1350,,
TRUE,"0,003117909858802",251,605,20,"0,033057851239669","0,079681274900398",GO:0001525,GO:BP,angiogenesis,25952,449,,
TRUE,"0,00329072791399",79,605,11,"0,018181818181818","0,139240506329114",GO:0008643,GO:BP,carbohydrate transport,25952,3668,,
TRUE,"0,003468573613637",18,605,6,"0,009917355371901","0,333333333333333",GO:1903524,GO:BP,positive regulation of blood circulation,25952,26576,,
TRUE,"0,003468573613637",18,605,6,"0,009917355371901","0,333333333333333",GO:0045823,GO:BP,positive regulation of heart contraction,25952,13601,,
TRUE,"0,003538135860967",189,605,17,"0,028099173553719","0,08994708994709",GO:0051090,GO:BP,regulation of DNA-binding transcription factor activity,25952,15633,,
TRUE,"0,003735963845737",80,605,11,"0,018181818181818","0,1375",GO:0006109,GO:BP,regulation of carbohydrate metabolic process,25952,2150,,
TRUE,"0,00376922470323",65,605,10,"0,016528925619835","0,153846153846154",GO:0009612,GO:BP,response to mechanical stimulus,25952,4004,,
TRUE,"0,00400766728791",132,605,14,"0,023140495867769","0,106060606060606",GO:0050867,GO:BP,positive regulation of cell activation,25952,15452,,
TRUE,"0,004190541327385",423,605,27,"0,044628099173554","0,063829787234043",GO:1902533,GO:BP,positive regulation of intracellular signal transduction,25952,25709,,
TRUE,"0,004233122335121",81,605,11,"0,018181818181818","0,135802469135802",GO:0045619,GO:BP,regulation of lymphocyte differentiation,25952,13411,,
TRUE,"0,004233122335121",81,605,11,"0,018181818181818","0,135802469135802",GO:0002685,GO:BP,regulation of leukocyte migration,25952,1339,,
TRUE,"0,004319042353359",279,605,21,"0,034710743801653","0,075268817204301",GO:0051347,GO:BP,positive regulation of transferase activity,25952,15853,,
TRUE,"0,00464055883243",327,605,23,"0,03801652892562","0,070336391437309",GO:0043408,GO:BP,regulation of MAPK cascade,25952,12352,,
TRUE,"0,005471065781639",29,605,7,"0,011570247933884","0,241379310344828",GO:0032677,GO:BP,regulation of interleukin-8 production,25952,8963,,
TRUE,"0,005471065781639",29,605,7,"0,011570247933884","0,241379310344828",GO:0002275,GO:BP,myeloid cell activation involved in immune response,25952,943,,
TRUE,"0,006088919342783",84,605,11,"0,018181818181818","0,130952380952381",GO:0002768,GO:BP,immune response-regulating cell surface receptor signaling pathway,25952,1416,,
TRUE,"0,006088919342783",84,605,11,"0,018181818181818","0,130952380952381",GO:0002764,GO:BP,immune response-regulating signaling pathway,25952,1412,,
TRUE,"0,006204065176802",357,605,24,"0,039669421487603","0,067226890756303",GO:0001568,GO:BP,blood vessel development,25952,476,,
TRUE,"0,006229783607288",702,605,37,"0,061157024793388","0,052706552706553",GO:0045934,GO:BP,negative regulation of nucleobase-containing compound metabolic process,25952,13704,,
TRUE,"0,006466875598636",675,605,36,"0,059504132231405","0,053333333333333",GO:0009719,GO:BP,response to endogenous stimulus,25952,4087,,
TRUE,"0,006786386811096",138,605,14,"0,023140495867769","0,101449275362319",GO:0040013,GO:BP,negative regulation of locomotion,25952,11509,,
TRUE,"0,006824122391008",359,605,24,"0,039669421487603","0,066852367688022",GO:0001934,GO:BP,positive regulation of protein phosphorylation,25952,677,,
TRUE,"0,006824122391008",359,605,24,"0,039669421487603","0,066852367688022",GO:0098609,GO:BP,cell-cell adhesion,25952,22117,,
TRUE,"0,006910200821837",384,605,25,"0,041322314049587","0,065104166666667",GO:0042327,GO:BP,positive regulation of phosphorylation,25952,11719,,
TRUE,"0,0069932202994",30,605,7,"0,011570247933884","0,233333333333333",GO:0046324,GO:BP,regulation of glucose import,25952,14085,,
TRUE,"0,00709604696671",12,605,5,"0,008264462809917","0,416666666666667",GO:0043032,GO:BP,positive regulation of macrophage activation,25952,12149,,
TRUE,"0,007380520805548",651,605,35,"0,057851239669422","0,053763440860215",GO:0051253,GO:BP,negative regulation of RNA metabolic process,25952,15774,,
TRUE,"0,007689879639009",86,605,11,"0,018181818181818","0,127906976744186",GO:0032944,GO:BP,regulation of mononuclear cell proliferation,25952,9176,,
TRUE,"0,007689879639009",86,605,11,"0,018181818181818","0,127906976744186",GO:0050670,GO:BP,regulation of lymphocyte proliferation,25952,15321,,
TRUE,"0,007860635939863",362,605,24,"0,039669421487603","0,066298342541437",GO:0044070,GO:BP,regulation of anion transport,25952,12668,,
TRUE,"0,008346379895781",465,605,28,"0,046280991735537","0,060215053763441",GO:0032269,GO:BP,negative regulation of cellular protein metabolic process,25952,8681,,
TRUE,"0,008369739457982",223,605,18,"0,029752066115703","0,080717488789238",GO:0045860,GO:BP,positive regulation of protein kinase activity,25952,13636,,
TRUE,"0,008619950766098",87,605,11,"0,018181818181818","0,126436781609195",GO:0002221,GO:BP,pattern recognition receptor signaling pathway,25952,891,,
TRUE,"0,008619950766098",87,605,11,"0,018181818181818","0,126436781609195",GO:0050920,GO:BP,regulation of chemotaxis,25952,15499,,
TRUE,"0,009635019365808",57,605,9,"0,014876033057851","0,157894736842105",GO:1903555,GO:BP,regulation of tumor necrosis factor superfamily cytokine production,25952,26606,,
TRUE,"0,009635019365808",57,605,9,"0,014876033057851","0,157894736842105",GO:0001959,GO:BP,regulation of cytokine-mediated signaling pathway,25952,697,,
TRUE,"0,010077371636717",226,605,18,"0,029752066115703","0,079646017699115",GO:0071900,GO:BP,regulation of protein serine/threonine kinase activity,25952,19885,,
TRUE,"0,010292386470772",295,605,21,"0,034710743801653","0,071186440677966",GO:0009725,GO:BP,response to hormone,25952,4093,,
TRUE,"0,010497193859354",106,605,12,"0,019834710743802","0,113207547169811",GO:0032943,GO:BP,mononuclear cell proliferation,25952,9175,,
TRUE,"0,010497193859354",106,605,12,"0,019834710743802","0,113207547169811",GO:0046651,GO:BP,lymphocyte proliferation,25952,14328,,
TRUE,"0,011103756701848",32,605,7,"0,011570247933884","0,21875",GO:0006801,GO:BP,superoxide metabolic process,25952,2776,,
TRUE,"0,011171128459725",58,605,9,"0,014876033057851","0,155172413793103",GO:0071706,GO:BP,tumor necrosis factor superfamily cytokine production,25952,19769,,
TRUE,"0,011277100202977",125,605,13,"0,021487603305785","0,104",GO:1903037,GO:BP,regulation of leukocyte cell-cell adhesion,25952,26146,,
TRUE,"0,012006626342384",422,605,26,"0,04297520661157","0,061611374407583",GO:0010562,GO:BP,positive regulation of phosphorus metabolic process,25952,4734,,
TRUE,"0,012006626342384",422,605,26,"0,04297520661157","0,061611374407583",GO:0045937,GO:BP,positive regulation of phosphate metabolic process,25952,13707,,
TRUE,"0,012536013499158",74,605,10,"0,016528925619835","0,135135135135135",GO:2000377,GO:BP,regulation of reactive oxygen species metabolic process,25952,29607,,
TRUE,"0,012628516125525",323,605,22,"0,036363636363636","0,068111455108359",GO:0007169,GO:BP,transmembrane receptor protein tyrosine kinase signaling pathway,25952,3089,,
TRUE,"0,012875421381374",22,605,6,"0,009917355371901","0,272727272727273",GO:0045576,GO:BP,mast cell activation,25952,13368,,
TRUE,"0,013144518767585",253,605,19,"0,031404958677686","0,075098814229249",GO:0032870,GO:BP,cellular response to hormone stimulus,25952,9113,,
TRUE,"0,013811186960036",33,605,7,"0,011570247933884","0,212121212121212",GO:0032637,GO:BP,interleukin-8 production,25952,8923,,
TRUE,"0,014732945085006",302,605,21,"0,034710743801653","0,06953642384106",GO:0044283,GO:BP,small molecule biosynthetic process,25952,12770,,
TRUE,"0,014896391802819",92,605,11,"0,018181818181818","0,119565217391304",GO:0031349,GO:BP,positive regulation of defense response,25952,8318,,
TRUE,"0,016543917869709",93,605,11,"0,018181818181818","0,118279569892473",GO:0070663,GO:BP,regulation of leukocyte proliferation,25952,19071,,
TRUE,"0,016858824036406",329,605,22,"0,036363636363636","0,066869300911854",GO:1903047,GO:BP,mitotic cell cycle process,25952,26156,,
TRUE,"0,017043921664492",34,605,7,"0,011570247933884","0,205882352941176",GO:2000379,GO:BP,positive regulation of reactive oxygen species metabolic process,25952,29609,,
TRUE,"0,017043921664492",34,605,7,"0,011570247933884","0,205882352941176",GO:0001906,GO:BP,cell killing,25952,653,,
TRUE,"0,017097637752056",61,605,9,"0,014876033057851","0,147540983606557",GO:0002819,GO:BP,regulation of adaptive immune response,25952,1466,,
TRUE,"0,017097637752056",61,605,9,"0,014876033057851","0,147540983606557",GO:0032675,GO:BP,regulation of interleukin-6 production,25952,8961,,
TRUE,"0,017255313561386",14,605,5,"0,008264462809917","0,357142857142857",GO:0055094,GO:BP,response to lipoprotein particle,25952,16866,,
TRUE,"0,017255313561386",14,605,5,"0,008264462809917","0,357142857142857",GO:0045730,GO:BP,respiratory burst,25952,13518,,
TRUE,"0,018203173671594",485,605,28,"0,046280991735537","0,057731958762887",GO:0031401,GO:BP,positive regulation of protein modification process,25952,8337,,
TRUE,"0,01845523965055",192,605,16,"0,026446280991736","0,083333333333333",GO:0018108,GO:BP,peptidyl-tyrosine phosphorylation,25952,6032,,
TRUE,"0,019104286907696",916,605,43,"0,071074380165289","0,046943231441048",GO:0009888,GO:BP,tissue development,25952,4229,,
TRUE,"0,02037112793187",488,605,28,"0,046280991735537","0,057377049180328",GO:0051248,GO:BP,negative regulation of protein metabolic process,25952,15769,,
TRUE,"0,020933174442273",48,605,8,"0,013223140495868","0,166666666666667",GO:0097530,GO:BP,granulocyte migration,25952,21987,,
TRUE,"0,022322072813058",24,605,6,"0,009917355371901","0,25",GO:0043030,GO:BP,regulation of macrophage activation,25952,12147,,
TRUE,"0,022322072813058",24,605,6,"0,009917355371901","0,25",GO:0043299,GO:BP,leukocyte degranulation,25952,12282,,
TRUE,"0,022408376731677",195,605,16,"0,026446280991736","0,082051282051282",GO:0018212,GO:BP,peptidyl-tyrosine modification,25952,6123,,
TRUE,"0,022472844046121",96,605,11,"0,018181818181818","0,114583333333333",GO:0043406,GO:BP,positive regulation of MAP kinase activity,25952,12350,,
TRUE,"0,024065763549762",134,605,13,"0,021487603305785","0,097014925373134",GO:2000146,GO:BP,negative regulation of cell motility,25952,29381,,
TRUE,"0,024327586191475",115,605,12,"0,019834710743802","0,104347826086957",GO:0070661,GO:BP,leukocyte proliferation,25952,19069,,
TRUE,"0,024468690668751",1760,605,69,"0,11404958677686","0,039204545454546",GO:0006811,GO:BP,ion transport,25952,2786,,
TRUE,"0,025386617957913",15,605,5,"0,008264462809917","0,333333333333333",GO:0042554,GO:BP,superoxide anion generation,25952,11874,,
TRUE,"0,025520164388912",64,605,9,"0,014876033057851","0,140625",GO:0002224,GO:BP,toll-like receptor signaling pathway,25952,894,,
TRUE,"0,025661437690198",242,605,18,"0,029752066115703","0,074380165289256",GO:0033674,GO:BP,positive regulation of kinase activity,25952,9643,,
TRUE,"0,027838088978359",870,605,41,"0,067768595041322","0,047126436781609",GO:0042592,GO:BP,homeostatic process,25952,11882,,
TRUE,"0,028224120424626",136,605,13,"0,021487603305785","0,095588235294118",GO:0051271,GO:BP,negative regulation of cellular component movement,25952,15786,,
TRUE,"0,028224120424626",136,605,13,"0,021487603305785","0,095588235294118",GO:1901653,GO:BP,cellular response to peptide,25952,24916,,
TRUE,"0,028788814037739",8,605,4,"0,006611570247934","0,5",GO:0010829,GO:BP,negative regulation of glucose transmembrane transport,25952,4984,,
TRUE,"0,029537486757649",666,605,34,"0,056198347107438","0,051051051051051",GO:0032270,GO:BP,positive regulation of cellular protein metabolic process,25952,8682,,
TRUE,"0,030514171773661",1408,605,58,"0,095867768595041","0,041193181818182",GO:0033036,GO:BP,macromolecule localization,25952,9244,,
TRUE,"0,03053480114562",317,605,21,"0,034710743801653","0,066246056782334",GO:0080135,GO:BP,regulation of cellular response to stress,25952,20988,,
TRUE,"0,030688613549925",200,605,16,"0,026446280991736","0,08",GO:0042326,GO:BP,negative regulation of phosphorylation,25952,11718,,
TRUE,"0,030700972542768",37,605,7,"0,011570247933884","0,189189189189189",GO:0046323,GO:BP,glucose import,25952,14084,,
TRUE,"0,030700972542768",37,605,7,"0,011570247933884","0,189189189189189",GO:0034341,GO:BP,response to interferon-gamma,25952,9894,,
TRUE,"0,030712676271744",965,605,44,"0,072727272727273","0,04559585492228",GO:0055085,GO:BP,transmembrane transport,25952,16858,,
TRUE,"0,031597883477336",82,605,10,"0,016528925619835","0,121951219512195",GO:0042493,GO:BP,response to drug,25952,11850,,
TRUE,"0,032910383202662",66,605,9,"0,014876033057851","0,136363636363636",GO:0046631,GO:BP,alpha-beta T cell activation,25952,14309,,
TRUE,"0,033221387795946",51,605,8,"0,013223140495868","0,156862745098039",GO:0002688,GO:BP,regulation of leukocyte chemotaxis,25952,1342,,
TRUE,"0,033221387795946",51,605,8,"0,013223140495868","0,156862745098039",GO:1903038,GO:BP,negative regulation of leukocyte cell-cell adhesion,25952,26147,,
TRUE,"0,035627093628807",248,605,18,"0,029752066115703","0,07258064516129",GO:0010876,GO:BP,lipid localization,25952,5018,,
TRUE,"0,036218258585104",16,605,5,"0,008264462809917","0,3125",GO:0045933,GO:BP,positive regulation of muscle contraction,25952,13703,,
TRUE,"0,036218258585104",16,605,5,"0,008264462809917","0,3125",GO:0071402,GO:BP,cellular response to lipoprotein particle stimulus,25952,19515,,
TRUE,"0,036697313690512",26,605,6,"0,009917355371901","0,230769230769231",GO:0050853,GO:BP,B cell receptor signaling pathway,25952,15438,,
TRUE,"0,036697313690512",26,605,6,"0,009917355371901","0,230769230769231",GO:0046626,GO:BP,regulation of insulin receptor signaling pathway,25952,14304,,
TRUE,"0,036904955482041",616,605,32,"0,052892561983471","0,051948051948052",GO:0051094,GO:BP,positive regulation of developmental process,25952,15637,,
TRUE,"0,037240056327525",67,605,9,"0,014876033057851","0,134328358208955",GO:0032635,GO:BP,interleukin-6 production,25952,8921,,
TRUE,"0,039913633778226",562,605,30,"0,049586776859504","0,05338078291815",GO:0043269,GO:BP,regulation of ion transport,25952,12266,,
TRUE,"0,044389058590093",53,605,8,"0,013223140495868","0,150943396226415",GO:0046632,GO:BP,alpha-beta T cell differentiation,25952,14310,,
TRUE,"0,045435292264969",981,605,44,"0,072727272727273","0,044852191641183",GO:1901575,GO:BP,organic substance catabolic process,25952,24850,,
TRUE,"0,046256124666074",27,605,6,"0,009917355371901","0,222222222222222",GO:0001909,GO:BP,leukocyte mediated cytotoxicity,25952,655,,
